tweet,class,date_posted
It’s WeatherReady Wednesday! We have already seen some below freezing temps this season with more sure to come. Do your part to keep everyone safe on the roads this winter. Learn more at  WinterSafety,1,2018-11-28 20:27:04+00:00
The freeze line has moved into the Brazos Valley. Follow the latest temperatures here:  houwx bcswx,1,2018-01-01 00:45:47+00:00
"Accident cleared in EastSide on I-10 E Fwy Outbound before Lathrop, stop and go traffic back to Lockwood, delay of 1 min traffic",1,2018-10-16 14:24:01+00:00
HPD thanks  &amp;  for donation to an officer recovering after being struck in July by a DWI suspect. Thanks Mack! hounews,1,2017-10-16 18:36:58+00:00
"925p: Just personally observed the frontal passage at the office. Winds turning to northerly, and temperature already down to 67 (and falling!)",1,2017-12-23 03:25:55+00:00
We remain at Level 3 (Increased Readiness) w/ staff deployed in the field to monitor cleanup efforts at the ITC incident site and air quality in the surrounding area. All local emergency mgmt offices are also engaged. Follow   &amp; ,1,2019-03-31 19:08:23+00:00
Houston TranStar Roadway Weather IH-69 Northbound At SWEETWATER BLVD - High Water Status: Verified at 7:09 PM - Lanes Affected: 4 Frontage Road Lane(s) ,1,2019-05-08 00:53:14+00:00
SH-288 Southbound At MAC GREGOR DR - Accident - Status: Cleared at 7:33 AM,1,2018-09-01 12:36:05+00:00
US-290 NORTHWEST Eastbound At 34TH ST - Road Debris - Status: Detected at 4:54 PM - Lanes Affected: 1 Mainlane(s),1,2018-09-24 21:57:06+00:00
"Stall blocks a center lane in SouthwestSide on S sam houston tollway EB at W. Airport, stop and go traffic back to The 59 SW Fwy traffic",1,2017-12-04 23:46:35+00:00
US-290 NORTHWEST Westbound Before BECKER - Road Debris - Status: Cleared at 7:51 PM,1,2019-08-02 00:54:05+00:00
"Flash Flood Warning including El Campo TX, Wharton TX, Palacios TX until 3:45 AM CDT",1,2017-08-27 05:51:54+00:00
The Flood Warning Continues for The Trinity River At Liberty until Further Notice Or until The Warning Is Canceled..  txwx houwx bcswx,1,2019-06-10 15:09:59+00:00
Teen panel on dating violence happening now on Facebook Live at  Join the conversation.,1,2017-01-21 15:43:06+00:00
"10/17 4PM CDT update on potential tropical storm 16. This system is expected to move NE, away from Texas. Impacts if any at all will be elevated seas and tides in the Gulf tomorrow and Saturday. bcswx houwx txwx",1,2019-10-17 21:38:28+00:00
Advisory 7: Here's the latest on TSCindy. No significant changes since the previous advisory. houwx txwx,1,2017-06-21 08:54:30+00:00
"What do you do when strikes? Go indoors if you see lightning or hear thunder Bring in your pets Don’t use corded phones, electrical equipment &amp; plumbing Stay informed about weather Safety tips at  houwx LightningSafety",1,2019-06-25 14:20:58+00:00
"IH-45 GULF Northbound At BROADWAY ST/PARK PLACE - Heavy Truck, Stall - Status: Verified at 2:46 PM - Lanes Affected: 1 Mainlane(s)",1,2018-09-17 19:48:05+00:00
"One of our motorcycle officers was injured in a crash on the 45 North Fwy inbound near North Main about 535 am. The officer was taken to Memorial Hermann Hospital. At this time, we're happy to report he's conscious, breathing & reported to be in stable condition.",1,2019-02-07 12:39:16+00:00
"Here is the Climate Prediction Center's Outlook for this winter:  For southeast Texas, there is a 40 - 50% chance of both a warmer and drier than normal winter. climate GLSwx BCSwx HOUwx TXwx",1,2019-10-18 11:27:53+00:00
"Not much change to our ""soupy"" afternoon, scattered showers and the coast will stay socked in with fog. How would you describe outside right now?",1,2018-02-06 18:54:57+00:00
"HCSO Sheriff Gonzalez briefing media on Homicide in Channelview , east Harris County.",1,2018-04-11 20:05:41+00:00
"FROM  | Doppler radar tracking a strong thunderstorm over Greater Ost / South Union, over Macgregor, moving east at 20 mph. . Half inch hail will be possible with this storm. . More info here  . HouWX SevereWX HouNews",1,2019-02-27 00:38:21+00:00
US-290 NORTHWEST Westbound Before BELTWAY 8-WEST - Stall - Status: Cleared at 4:01 PM,1,2018-10-08 21:03:05+00:00
Houston Fire Department participating in the Cinco De Mayo Parade ,1,2018-05-05 15:16:50+00:00
We are getting reports of funnel clouds around Galveston Island this morning. Waterspouts can easily overturn boats and create locally hazardous seas. There is also frequent lightning. Please seek shelter indoors if in the area. glswx txwx,1,2018-08-04 13:19:33+00:00
A bus on METROBus52 N/B delayed at Burnett Transit Center due to a mechanical issue. Need another ride?  ^B,1,2017-09-25 23:05:20+00:00
HOUMarathon   This morning at the Houston Marathon,1,2018-01-14 15:50:55+00:00
IH-45 GULF Northbound At WOODRIDGE DR - Accident - Status: Cleared at 4:40 PM,1,2017-12-28 22:42:05+00:00
"Heavy rain is possible near  Clear Lake, and southeast Houston. Flood Advisory is in effect. houwx",1,2017-03-29 18:44:19+00:00
WEST SAM HOUSTON TOLLWAY Southbound At US-290 NORTHWEST - Accident - Status: Cleared at 7:32 AM,1,2018-09-26 12:33:05+00:00
Stall blocks a right lane in EastSide on the E sam houston Pkwy NB at The Toll Brg traffic ,1,2018-12-06 00:56:38+00:00
Slow moving storms over Clear Creek will produce flooding this morning. houwx,1,2017-10-20 10:00:15+00:00
IH-45 NORTH Southbound Before IH-610 NORTH LOOP - Stall - Status: Verified at 6:14 PM - Lanes Affected: 1 Mainlane(s),1,2018-09-27 23:24:08+00:00
Robbery Suspects: Gessner  Trl. Officers searching area for carjacking suspects. Suspects crashed the vehicle & Bailed on foot. hounews houtraffic CC8,1,2019-02-20 06:14:45+00:00
Very good advise from our emergency management partners at  Be careful and do your research when making post disaster repairs. . recovery informed ScamAlert,1,2019-02-21 21:13:45+00:00
HOU District Engineer Quincy Allen and TxDOT Commissioner Laura Ryan kick off the I-45/ North Houston Highway Improvement Project traffic management steering committee and workgroups. Commissioner Ryan said this collaboration will minimize impacts on the traveling public.,1,2019-05-17 19:16:45+00:00
Mostly dry afternoon as temperatures soar into the mid 70s area wide! There are showers out there but mainly west of Houston. We could see these drift into our area over the next few hours. Rain chances go up tonight while you sleep ahead of next front.,1,2018-01-21 18:59:30+00:00
Update as of 7 AM CDT: Tropical Storm Harvey expected to intensify as it continues its northwestward projection towards the Texas coast.,1,2017-08-24 12:03:00+00:00
Thanks for letting us know about this. We'll look into this. ^A,1,2017-11-01 11:19:46+00:00
"Crosby-Huffman Chamber of Commerce banquet recognizes community excellence. Congratulations to HCSO Community Engagement Deputy Allen, who was nominated for an Employee of the Year award. Read the  story  HouNews",1,2019-02-27 21:27:11+00:00
"Have you planned your NationalNightOut party yet? Join us on October 2nd, 2018 and get out to meet your neighbors. For more information, go to  HPDNNO ",1,2018-09-12 15:30:38+00:00
Our partners at  will be conducting a nationwide test of the Energency Alert System today at 1:20 PM CDT. This test will be broadcast on all television and radio stations.,1,2019-08-07 12:02:36+00:00
Updated list of  Shelters in Houston. houstonflood Harvey,1,2017-08-28 21:33:37+00:00
HFD  session,1,2018-04-05 19:54:10+00:00
Update: Garage fire at University of Houston tapped out 1:43 pm.,1,2018-04-26 19:01:41+00:00
Aggressive driving can be deadly! Share the road. Get more info at ,1,2017-02-24 16:15:07+00:00
"Accident. two left lanes blocked in Northside on 610 N Lp WB at The Hardy Toll Rd., stop and go traffic back to 69 Eastex Fwy traffic",1,2017-12-23 02:42:22+00:00
Accident reported on I-45 NB at 69 traffic ,1,2019-07-28 15:33:33+00:00
Fire Inspector  for fireworks display. Checking all safety measure and permits.,1,2018-06-02 02:33:38+00:00
"Aviso de Tornado incluye Weston Lakes TX, Wallis TX, Simonton TX hasta las 4:15 AM CDT",1,2017-08-26 08:44:37+00:00
A bus on METROBus63 route s/b delayed near Fondren/Westheimer due to minor accident. Need another way?  ^R,1,2017-09-18 20:45:24+00:00
A bus on the METROBus54 northbound route is delayed at McGowen/Sampson. Need to find another ride?  ^A,1,2017-10-27 13:18:15+00:00
"Houston's official observing site has recorded rain on sixty July 4th's since 1888. (47%). Luckily, most precip ended b4 fireworks houwx",1,2017-07-04 15:28:29+00:00
This week's US Drought Monitor update for SE TX called for an expansion of abnormal drought conditions across our northern tier of counties. txwx glswx houwx bcswx,1,2018-03-15 19:00:12+00:00
Flood Warning Extended until Late Sunday Night The Flood Warning Continues for The East Fork San Jacinto Near New Caney.  txwx houwx bcswx,1,2019-09-19 16:54:04+00:00
Our Harris County/City of Houston Joint Processing Center Ribbon Cutting Ceremony is officially underway. HouNews,1,2019-01-31 16:12:31+00:00
"Accident. two center lanes blocked in LeagueCity on I-45 Gulf Fwy Outbound at NASA Pkwy, stop and go traffic back to Bay Area Blvd.",1,2018-12-15 00:17:02+00:00
We're at HISD Marshall MS with  and Safe Walk Home Northside to get the school year started right.,1,2017-09-11 19:33:27+00:00
"Accident cleared in SwSide on 69 SW Fwy Inbound at Hwy 90 A, stop and go traffic back to University Blvd, delay of 11 mins traffic",1,2018-10-23 12:34:53+00:00
"Stop and go traffic in Downtown on I-45 N Fwy Outbound between Patton and Shepherd, delay of 17 mins traffic ",1,2017-12-07 23:59:30+00:00
HPD Fox is in the air patrolling. CC4 HPDintheair,1,2017-09-11 15:18:54+00:00
What a day of accomplishment! Congrats to the eight newly promoted personnel! If you want to join our family please visit  HCSOProud lesm HouNews,1,2019-06-07 16:22:19+00:00
"As of 7AM, here's a look at the low temperatures since midnight so far across the area. Most areas have made it into the 30s with a few upper 20s north and west of Houston. Temperatures should increase back into the low 60s for high temperatures today. bcswx houwx txwx",1,2019-11-01 12:16:54+00:00
Houston Hobby Airport has recorded 7 straight days with a low temperature of either 79 or 80 degrees. Normal low is 76. txwx houwx bcswx,1,2017-07-27 10:15:10+00:00
"We’ve responded to 127 calls for stranded motorists today. For info on towed vehicles, call 311 or 713-308-8580. You can also go to  hounews",1,2018-07-04 19:36:18+00:00
There are a few high water spots in the Houston District. Go to  for current locations.,1,2017-08-25 22:30:44+00:00
"US-290 NORTHWEST Eastbound At SH-6/FM-1960 - Heavy Truck, Stall - Status: Cleared at 8:06 AM",1,2017-12-14 14:09:08+00:00
"We received this sweet picture from the Kosse Family. ""You wouldn’t know it, but this girly is obsessed with horses currently and your officers made her day when they let her give one of your horses a treat!"" Thank you for the great picture! RelationalPolicing",1,2019-01-24 20:50:55+00:00
"Accident cleared in Katy on I-10 katy Fwy Outbound at Pederson Rd, stop and go traffic back to Waller, delay of 6 mins traffic",1,2019-07-26 23:30:42+00:00
"Accident blocks a right lane and a right shoulder. in SouthSide on S sam houston tollway WB at Beamer, stop and ... ",1,2018-11-30 19:40:21+00:00
"Accident cleared in SouthSide on Hwy 288 S Fwy Outbound at Holly Hall, stopped traffic back to Holcombe, delay of 8 mins traffic",1,2017-11-27 14:10:43+00:00
houtraffic - houwx TXDOT reporting icy conditions on N IH 45  Belt - both North bound and South bound lanes - use caution,1,2018-01-18 12:40:35+00:00
"Accident. three left lanes blocked. in Galleria on 69 SW Fwy Inbound before Chimney Rock, stop and go traffic back to Hillcroft traffic",1,2018-12-11 16:31:05+00:00
"Accident blocks 2 left lanes in TheWoodlands on I-45 N Fwy Inbound at Rayford, stop and go traffic back to Hwy 242, delay of 16 mins",1,2017-12-07 00:58:31+00:00
Good morning! Here's your forecast from ABC13. Houston TXwx,1,2019-05-03 11:04:55+00:00
"Pedestrians: Use sidewalks when available. If there’s no sidewalk, walk on the left side of the road facing traffic. Make eye contact with drivers before crossing the street, and ALWAYS stay alert. Put those phones away! HoustonTranStar TravelSmartWithTranStar",1,2019-09-10 13:23:31+00:00
. It's the quiet pavement work on IH 10 from IH 610 to Gessner. It reduces tire/pavement noise. Work will be completed Aug. 2017.,1,2017-03-22 13:48:15+00:00
Weather Alert: Flash Flood Watch for parts of southeast Texas until 1:00pm Wednesday.,1,2019-09-17 09:15:16+00:00
"WEST SAM HOUSTON TOLLWAY Northbound At CLAY DR - Accident - Status: Verified at 12:48 PM - Lanes Affected: 1 Mainlane(s), 1 Shoulder Lane(s)",1,2017-12-12 18:51:05+00:00
"Flash Flood Emergency continues for Conroe TX, Liberty TX, Cleveland TX until 2:00 PM CDT",1,2019-09-19 15:40:50+00:00
WEST SAM HOUSTON TOLLWAY Northbound At SOUTH SAM PLAZA - Stall - Status: Cleared at 5:52 PM,1,2018-10-01 22:54:05+00:00
"Dorian razed one Bahamian community in a matter of hours, reducing it to piles of splintered plywood and two-by-fours 4 and 5 feet deep.",1,2019-09-06 03:20:37+00:00
Cmdr  and members of the HPD Dive Team were recognized today for their heroic rescue efforts during Hurricane Harvey at the  NoTownLeftBehind Awards luncheon today at City Hall.,1,2019-04-16 18:48:59+00:00
HPD Commander Borza provides an update on the conclusion of a robbery incident/SWAT scene that began at 10800 Cullen,1,2019-06-27 15:56:54+00:00
"Accident, center lane blocked in EastSide on I-10 E Fwy Outbound before Uvalde, stop and go traffic back to Normandy, delay of 2 mins",1,2018-12-13 11:20:44+00:00
"Stop and go traffic on Hwy 288 S Fwy Outbound between Macgregor and Airport, delay of 20 mins traffic ",1,2017-12-08 00:13:06+00:00
The annual number of flooding and non-flooding severe weather events across the area since 1992.,1,2019-03-05 18:40:33+00:00
WEST SAM HOUSTON TOLLWAY Southbound At SOUTH SAM PLAZA - Stall - Status: Cleared at 3:02 PM,1,2017-12-21 21:03:05+00:00
Mid West officers are investigating a shooting at 7200 Bellerive. Adult male shot during disturbance. 202,1,2019-05-23 05:23:56+00:00
It’s about “moments!” Congrats George Springer! MVP! WorldSeriesMVP,1,2017-11-02 04:25:38+00:00
610 South Loop (westbound)  accident has two lanes blocked. Expect delays. HouTraffic CC3,1,2017-06-30 20:11:35+00:00
"Still, a member of the HCSO family always!",1,2017-08-03 01:52:55+00:00
We have a new but familiar face joining us today. It's  first day with Eyewitness News this morning. Tune in starting at 4:30AM. ,1,2019-01-07 10:21:34+00:00
WESTPARK TOLLWAY Westbound At BELTWAY 8 - Stall - Status: Cleared at 7:28 PM,1,2018-09-20 00:30:08+00:00
Thanks for being here,1,2017-08-16 23:10:45+00:00
"Little chilly across SE TX this morning! As of 6 AM, temperatures are in the mid 20s to low 30s. Sunny skies and high pressure overhead will allow high temperatures to rise into the mid to upper 50s this afternoon. txwx houwx",1,2019-01-24 12:05:44+00:00
"In March 2019, HFD responded to 29,136 incidents (25,591 EMS service calls & 3,545 fire service calls)",1,2019-04-01 16:04:54+00:00
IH-610 WEST LOOP Southbound At WESTPARK DR - Accident - Status: Cleared at 7:23 PM,1,2018-09-19 00:24:05+00:00
Accident on exit ramp. left lane blocked. in Spring on I-45 N Fwy Outbound at Spg Cypress traffic ,1,2017-11-30 14:09:11+00:00
"Significant Weather Advisory for Eastern Burleson, Northern Grimes, East Central Brazos and Southwestern Madison Counties until 330 PM CDT.  txwx houwx bcswx",1,2019-04-24 19:58:47+00:00
Good morning! Here's your forecast from ABC13. Houston TXwx,1,2019-05-29 11:03:39+00:00
"Accident blocks a left lane in Northside on I-45 N Fwy Inbound at W Rd., stop and go traffic back to Greens Rd., delay of 7 mins traffic",1,2018-10-09 23:03:47+00:00
IH-610 SOUTH LOOP Eastbound At KIRBY DR - Stall - Status: Cleared at 5:45 PM,1,2018-08-30 22:48:05+00:00
Shooting Investigation: 1415 W Gulf Bank. Male shot in head & abdomen. Transported to Memorial Hermann hounews CC8,1,2017-09-30 06:13:26+00:00
We are at Northside HS today to students know the dangers of distracted driving. TxDOT has partnered with AT&T on this effort. headsupTexas itcanwait.,1,2018-04-16 17:08:49+00:00
"Accident blocking right and center lane in EnergyCorridor on I-10 Katy Fwy Outbound at Dairy Ashford, stop and go traffic back to Wilcrest",1,2018-12-16 02:46:02+00:00
"Accident blocks a left lane and a left shoulder. in SouthSide on S sam houston tollway WB at Telephone Rd, stop ... ",1,2019-07-18 23:09:32+00:00
Vehicle Pursuit concluded: suspect in custody at FM 270  2094 in League City. hounews houtraffic CC8,1,2018-09-02 04:25:37+00:00
What a great time at RODEOHOUSTON,1,2017-03-14 18:32:51+00:00
"SH-288 Southbound After IH-45 GULF - Stall - Status: Verified at 11:59 PM - Lanes Affected: 1 Mainlane(s), 1 Shoulder Lane(s)",1,2018-09-15 21:18:05+00:00
Game is over. Pls. be careful when hitting the road. knowbeforeyougo,1,2017-02-06 03:26:01+00:00
Patrol officers are on the scene of a shooting at Fountain View Dr. and the Southwest Freeway. At least one male has been shot. Expect traffic delays in the area. CC1 HouNews Houtraffic,1,2019-06-16 15:12:12+00:00
"The current batch of heavier rain is probably the strongest we're looking at for the rest of the night, but light to sometimes moderate rainfall will continue",1,2018-12-08 06:39:33+00:00
"Houston TranStar Roadway Weather SH-288 Northbound At SOUTHMORE BLVD - High Water, Stall Status: Verified at 12:14 AM - Lanes Affected: 1 Ramp Lane(s) ",1,2018-11-01 05:21:18+00:00
"US-290 NORTHWEST Westbound At SH-6/FM-1960 - Other - Status: Verified at 11:11 AM - Lanes Affected: 1 Mainlane(s), 1 Shoulder Lane(s)",1,2018-04-09 16:15:06+00:00
Here's the latest update on severe weather potential today as storms are beginning way out to our west. The best potential for damaging winds or large hail will be well to the southwest of Houston late this afternoon and this evening.,1,2019-06-06 17:11:36+00:00
Outflow=thin green line. The storms to the north pushed down some cooler air from above.,1,2017-07-09 02:58:18+00:00
", Special Weather Statement.  txwx houwx bcswx",1,2019-08-31 21:45:30+00:00
Full text of letter from  to state Sen. Whitmire regarding the operation of the Harris County Jail HouNews,1,2019-01-17 21:34:01+00:00
Heavy rain at Brays Bayou  Ave near Meyerland. Street flooding possible. At least 1.0 inch of rain in the last 15 minutes.,1,2019-05-31 22:50:21+00:00
Accident. three left lanes in GreenwayUpperKirby on 69 SW Frwy NB at Shepherd traffic ,1,2017-12-15 20:12:28+00:00
Heavy rain at Garners Bayou  Rd near Humble. Street flooding possible. At least 1.0 inch of rain in the last 15 minutes.,1,2019-05-10 03:07:42+00:00
"After getting pummeled by storms across the area yesterday, here's where we can expect to see rain today. ",1,2019-07-31 15:16:54+00:00
US-290 NORTHWEST Westbound At BADTKE - Accident - Status: Cleared at 8:00 AM,1,2017-09-25 13:03:06+00:00
Accident. right shoulder blocked in EnergyCorridor on I-10 Katy WB at Bunker Hl traffic ,1,2018-10-21 09:07:29+00:00
"""He was the ambassador of all that is good, all that is just, and all about service,"" says  ""We celebrate his life through service of our own.""",1,2019-10-02 17:13:39+00:00
"Accident, left lane blocked in SouthSide on S Sam Houston Tollway WB at Blackhawk, stop and go traffic back to The 45 Gulf Fwy traffic",1,2017-11-29 12:44:59+00:00
IH-69 SOUTHWEST Southbound At EDLOE ST - Stall - Status: Cleared at 5:38 PM,1,2017-12-14 23:39:05+00:00
IH-10 KATY Eastbound At CAMPBELL RD - Accident - Status: Cleared at 12:47 PM,1,2018-09-07 17:48:05+00:00
We pushed out information on these closures all week. Always a good idea to knowbeforeyougo. ^DP,1,2019-07-21 00:42:40+00:00
A bus on the METROBus56 northbound route is delayed at Main/N. Braeswood. Need to find another ride?  ^A,1,2017-12-26 12:18:46+00:00
"There is a high risk of strong rip currents along Upper Texas coast Gulf facing beaches today. Heed the advice of lifeguards, beach patrol, flags and signs. If swimming, do so near a lifeguard. txwx houwx glswx",1,2019-02-26 18:01:26+00:00
"US-290 NORTHWEST Eastbound At BARKER CYPRESS RD - Hazmat Spill, Heavy Truck, Accident - Status: Verified at 2:17 PM - Lanes Affected: 4 Mainlane(s)",1,2018-05-15 19:21:06+00:00
Pre-Sunrise Beautiful!,1,2019-10-13 11:56:02+00:00
Looks like the Houston weather is back to normal. ,1,2019-07-16 09:16:49+00:00
US-290 NORTHWEST Westbound At MUESCHKE - Other - Status: Cleared at 11:18 AM,1,2018-11-05 17:21:05+00:00
"A Tornado Watch is in effect until 9 p.m. Wednesday for Austin, Brazoria, Chambers, Colorado, Fort Bend, Galveston, Grimes, Harris, Jackson, Liberty, Matagorda, Montgomery, Polk, San Jacinto, Walker, Waller, Washington & Wharton counties.  KHOU11",1,2018-03-28 17:03:49+00:00
Will the horns hook it tomorrow afternoon in Austin? For sure they'll be dodging showers and storms.,1,2018-09-21 10:23:15+00:00
A Dense Fog Advisory is in effect through 10 AM CDT. Visibilities can change quickly this AM; use caution if driving!,1,2017-10-14 10:34:05+00:00
Heavy rain at Cypress Crk  Forest near Spring. Street flooding possible. At least 1.0 inch of rain in the last 15 minutes.,1,2019-05-07 18:56:09+00:00
Tornado warning expired for Galveston co. Heavy rain shifting east into Chambers county. KHOU11,1,2017-05-22 17:39:51+00:00
BELTWAY 8-NORTH Eastbound At IH-45 NORTH - Stall - Status: Verified at 6:17 PM - Lanes Affected: 1 Mainlane(s),1,2017-12-06 00:21:05+00:00
"Flash Flood Warning including Trinity TX, Onalaska TX, Westwood Shores TX until 10:15 AM CDT",1,2017-07-24 12:13:32+00:00
Vehicle Pursuit in progress: IH-10 westbound passing Taylor. houtraff CC8,1,2017-02-25 07:40:45+00:00
"Emergency road repair in Heights on I-10 Katy Fwy Outbound at Studemont, stop and go traffic back to 69 Eastex Fwy, delay of 9 mins",1,2018-12-14 21:30:44+00:00
Thank you  and  for highlighting the work Officer Ramon did during HurricaneHarvey while fighting his own battle. He is excited to represent Houston and HPD at SuperBowlLII,1,2018-01-31 17:56:40+00:00
IH-45 NORTH Northbound At WEST RD - Accident - Status: Cleared at 6:44 PM,1,2018-09-04 23:45:05+00:00
The Flood Warning Continues for The Trinity River Near Moss Bluff until Further Notice Or until The Warning Is Canceled..  txwx houwx bcswx,1,2019-01-21 01:14:19+00:00
US-290 NORTHWEST Eastbound At SENATE AVE - Stall - Status: Cleared at 9:12 PM,1,2017-12-23 03:15:06+00:00
Houston Forecast: Storms and rain possible this weekend  KHOU11,1,2017-07-21 10:55:12+00:00
Accident blocks the exit in SwSide on 69 SW Fwy SB at The Westpark Tollway traffic ,1,2017-12-10 12:40:24+00:00
Message received! Be safe out there.,1,2017-07-13 01:55:43+00:00
"Accident blocks a left lane and a left shoulder in Northside on I-45 N Fwy Inbound at Greens Rd., stop and go traffic back to Airtex",1,2018-10-30 23:33:38+00:00
Northeast officers are at 2200 Clementine on a homicide. Family members came home and found an adult male deceased in the driveway. Homicide investigators are on the way. 202,1,2018-07-23 05:07:47+00:00
The Flood Warning Continues for The Trinity River At Riverside until Further Notice Or until The Warning Is Canceled..  txwx houwx bcswx,1,2019-04-26 02:00:29+00:00
"Aviso de Tormenta Severa incluye Rosenberg TX, Pecan Grove TX, New Territory TX hasta las 10:00 PM CDT",1,2019-05-10 02:09:59+00:00
US-290 NORTHWEST Eastbound At ELDRIDGE PARKWAY - Road Debris - Status: Cleared at 10:30 AM,1,2019-05-07 15:33:05+00:00
US-290 NORTHWEST Westbound At SENATE AVE - Accident - Status: Verified at 2:45 PM - Lanes Affected: 2 Mainlane(s),1,2018-10-08 19:48:05+00:00
"69 southbound at Fondren overturned 18 wheeler trailer , first responders on location.",1,2018-10-16 15:39:57+00:00
Rainfall totals SLOWLY climbing. Light rain expected through tonight KHOU11,1,2017-03-05 02:53:31+00:00
Flood Warning Extended until Sunday Afternoon The Flood Warning Continues for The Middle Yegua Creek Near Dime Box.  txwx houwx bcswx,1,2019-01-04 01:24:24+00:00
There was a wreck at the W Little York ramp. The lane is clear. ^R,1,2017-10-30 22:11:21+00:00
"Southeast officers are at a fatal accident 11400 Martin Luther King. Single vehicle accident, driver may have had medical episode prior to wreck. 202",1,2019-04-03 05:55:34+00:00
White Ford Taurus BNS8037. Units searching the area. hounews CC8,1,2017-02-17 06:21:47+00:00
LIVE on Periscope,1,2018-03-19 15:38:00+00:00
"Runners lining up to at Stude Park to support  &amp; law enforcement as part of the Five-O 5K. Run begins at 8 a.m., so there’s still time to come down and show your support!",1,2018-04-29 12:26:32+00:00
"We will livestream to our FB page, and share link on Twitter! Tune in!",1,2017-08-18 14:54:17+00:00
"Help us keep our roads clean for SB51. Keep your cigarette butts, burger wrappers &amp; other garbage off our roads. Don't mess with TX. DMWT",1,2017-02-01 03:29:38+00:00
US-290 NORTHWEST Westbound After SPRING CYPRESS - Accident - Status: Cleared at 5:45 PM,1,2018-09-02 22:48:07+00:00
IH-610 WEST LOOP Southbound Before IH-69 SOUTHWEST - Accident - Status: Cleared at 2:55 PM,1,2018-09-15 19:57:05+00:00
We are investigating a report of two adult deaths at a home in the 300 block of Silky Leaf Drive in N. Harris County. PIO is en route. hounews,1,2018-06-25 16:40:44+00:00
"A new study shows the brands and cars owners were most likely to keep for at least 15 years, and three Japanese brands came out on top.   HoustonTranStar",1,2019-01-09 19:46:19+00:00
"¿Vives o trabajas en Houston? Si su vehículo se descompone en una autopista en el área de servicios de “Tow And Go,” llame al: 713.881.3333. TowAndGo lo moverá a usted y a su vehiculo -- SIN COSTO -- de la autopista hasta un lugar seguro. (",1,2019-08-29 14:51:04+00:00
Houston TranStar Roadway Weather BELTWAY 8-WEST Southbound After HAMMERLY BLVD - High Water Status: Verified at 9:22 PM - Lanes Affected: 2 Frontage Road Lane(s) ,1,2019-05-10 02:30:09+00:00
"Thank you Civic, Ford, and the Texans for serving lunch to HFD members at Station 8 today!",1,2017-09-26 17:01:58+00:00
US-290 NORTHWEST Eastbound At PINEMONT DR - Accident - Status: Verified at 3:38 AM - Lanes Affected: None,1,2018-03-20 08:42:08+00:00
HPD Fox is in the air patrolling. CC4 HPDintheair,1,2017-11-26 16:27:56+00:00
"Myr  opens the City's Continuity of Operations (COOP) tabletop exercise. ""Keeping the City of Houston’s lights on, its operations functioning, and employees working is essential in getting the community back to their new normal following a disaster.""",1,2018-01-29 15:14:56+00:00
"Preparing for a natural disaster? Learn how to protect your money, where to get help, and what questions to ask:  PrepareNow NatlPrep",1,2018-09-25 00:42:36+00:00
There it is! Slow moving line of storms arrives here Monday morning. We're tracking it. KHOU11 News 4:30 to 7 am.,1,2017-02-20 00:31:41+00:00
", Strong Thunderstorms Moving Across Coastal Southeast Texas.  txwx houwx bcswx",1,2019-01-19 09:05:14+00:00
Extended forecast just for you Galveston. Surf temp is 66... burrr! Update on the big winter storm on KHOU11 ,1,2017-03-14 02:30:56+00:00
Good evening! Here's the 9pm temperature roundup. See you in an hour for KHOU11 News at 10.,1,2017-01-28 03:06:24+00:00
Storm Total Precipitation amounts for Southeast TX from tonight through Thursday. Cantidades Totales de Lluvia para el sureste de TX desde esta noche hasta el jueves. txwx houwx glswx bcswx,1,2019-06-04 12:52:13+00:00
Accident blocking left and center lanes in Downtown on I-45 NB before Dallas St traffic ,1,2017-12-03 04:09:52+00:00
"Accident blocks 2 right lanes in Spring on Hwy 99 The Grand Pkwy WB at Holzwarth Dr, stop and go traffic back to I-45, delay of 3 mins",1,2017-12-07 23:48:01+00:00
Hurricane Alicia made landfall as at Cat 3 on this date in 1983. Would you be ready? Review your hurricane plan today! houwx glswx txwx,1,2017-08-18 14:20:04+00:00
"IAH's 0.42"" of rain today pushed 2017's rain total to 71.30""; a new annual rainfall record for the City of Houston, breaking 2001's mark.",1,2017-09-19 03:38:32+00:00
What's more fun than SB51? Enjoying SB51 with a buddy! Always use the buddy system when out &amp; about!,1,2017-02-04 14:44:02+00:00
A bus on the METROBus108 route OB is delayed near I-45 S/Quitman. Need to find another ride?  ^R,1,2017-09-20 20:30:06+00:00
HFD’s Public Affairs promoting fire safety  Employee Health &amp; Wellness Fair   ,1,2018-10-08 17:08:57+00:00
"Houston Forecast: Warm, muggy Wednesday  HouNews KHOU11",1,2017-06-14 11:16:53+00:00
PhotoOfTheWeek: practice makes perfect for our partners  Our preparedness drills keep everyone ready to respond. ,1,2017-05-18 15:05:23+00:00
"Good morning! Here's our 4am temperatures. In 25 minutes, I'll have your forecast update LIVE on KHOU 11 News.",1,2017-01-25 10:06:22+00:00
"School will be out for summer in a few (short) weeks! If you are a student, you can enjoy free rides on  all summer long. Students K-12, plus college and university students are eligible! Learn more at: ",1,2019-05-01 21:36:07+00:00
"Vehicle remains on the right shoulder. in SwSide on 69 SW Fwy Inbound at Newcastle, stop and go traffic back to Chimney Rock traffic",1,2018-11-13 19:29:34+00:00
Good morning! Here's your forecast from ABC13. Houston TXwx,1,2018-04-16 11:02:27+00:00
